,0
Pclass,-0.17036979927923676
Sex,-0.20636476091845096
Age,0.07897608070980248
SibSp,0.10604602078932569
Parch,0.10913965354269566
Fare,0.43664371423832793
Embarked,0.48066503798399585
S.O.P.,-0.0219385706589508
STON/OQ.,-0.21121571939245448
SC,0.602814953241663
A/4,-0.13790244955609895
CA.,-0.21063391627222286
SC/PARIS,0.003659514188646313
A/5.,-0.06949237133013862
SC/A4,-0.023687440254342267
C.A./SOTON,0.005477547093587928
